name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
张氏,264,153544,898,422,7811,35,603,3948,3255,2944,24,13874,69,37933,4,18,43854,30792,270,346,9,50,37,121,3017,1880,1699,0,114,39,5,51,108,57
红娟,251,153231,672,848,14458,9177,1755,3512,2432,4892,2669,19089,6876,4908,495,2737,8995,16041,5088,6386,3662,2834,307,1507,2335,675,1605,19,17437,9441,240,1399,785,206
文超,138360,14901,1138,1040,10643,2709,3003,4983,3791,5842,1614,5901,2890,7292,1989,4371,19129,22707,7532,5929,9810,3833,526,2640,7476,3030,4162,9,5831,1619,295,435,892,266
立平,77737,75052,3500,1910,21176,2383,2994,8501,11653,11603,955,8078,4554,6397,1625,2956,13711,4358,5363,20182,3147,2080,251,1658,4636,1433,1261,9,2502,1924,135,1230,476,145
大伟,147452,5291,1694,1062,10378,3683,5116,11179,12907,13651,1343,13386,2306,13328,792,1269,16790,16041,3754,1878,2298,1623,544,2197,5350,2162,1488,10,3157,1763,174,461,746,213
红卫,110207,42498,1048,542,12965,9556,3015,1790,2105,2885,2331,9551,6451,3737,535,3076,11368,34029,8013,8933,2229,1314,200,1500,1887,1628,1684,23,13699,3747,495,626,1279,500
翠珍,249,152440,1133,892,14903,9299,4113,4632,929,1958,3552,12889,1846,9493,2102,1556,15720,4233,9588,4939,11596,8984,549,716,5621,1547,11994,2,4401,3158,177,663,724,174
德军,150269,2396,1359,1101,4999,819,3285,10988,7437,11833,464,9013,1766,9027,382,1849,12620,9634,10592,9671,1906,3954,630,3878,15649,8579,3779,26,3061,1815,498,428,1273,350
文君,56629,96000,1794,1728,6303,4134,3032,7006,4203,7335,4641,8730,10137,7955,2364,5366,11377,7763,6400,7458,8120,2444,676,3487,16356,1511,2062,30,2793,4047,1068,625,1387,309
山,141169,11328,4526,2217,12833,1817,12403,5832,6575,10837,768,5944,1393,8991,2115,3174,8303,10391,8363,4888,5023,4854,2423,3110,10675,3392,3445,43,3285,1202,384,791,2236,356
荣花,848,151319,759,454,17839,8710,4471,1896,877,1449,364,7999,2772,10934,2772,11847,15356,37687,2402,2289,1303,3908,1952,170,738,1386,2524,5,4343,3138,235,560,696,332
美琴,338,151714,614,428,1634,8806,3404,1553,292,593,7625,24341,26775,8592,14686,14397,2383,3878,2858,2062,10653,3198,573,963,1700,4456,2895,3,1548,488,95,139,319,101
海东,147601,4331,2190,1176,12242,4225,7909,7461,6323,10303,1914,13015,5674,5292,1708,2990,7661,9904,3624,3304,8483,8078,1439,1923,5727,1980,3402,16,5071,5520,759,1738,864,259
鹏程,148427,3462,1176,969,7033,8199,3935,3468,2528,3147,1112,13467,6495,9526,2930,4158,11505,11944,9079,9927,3628,1976,340,3788,11499,3114,3035,32,5635,5102,301,1198,1248,395
玉琼,1565,150310,115,85,720,443,220,205,119,230,322,831,606,1858,3893,1164,629,1539,3866,2945,17957,13381,4438,6390,69123,4838,13746,19,548,568,107,80,555,335
永亮,149670,1872,1633,1333,15735,9533,7140,4463,3641,5970,737,6595,2276,7709,1472,2671,12953,25133,3134,3221,5953,3120,595,2292,4739,3918,4540,7,4995,3599,325,719,1070,321
洪伟,132778,18693,1276,2236,8446,457,4781,21987,18665,28486,411,5633,1959,4381,635,1262,17321,8015,1660,1435,2672,966,132,3893,7668,2261,3145,9,470,207,266,195,396,145
振英,20212,130980,4078,3449,20328,2305,3727,7305,3891,7092,1140,7820,630,12403,1012,1244,34278,16357,2762,1372,4401,7077,575,701,738,610,344,5,3210,942,212,257,708,238
红燕,3117,147734,1521,432,8972,6781,3244,931,1048,1420,830,11044,9993,7601,1252,7230,16143,11130,9885,5978,5146,3785,785,3516,8068,5410,3881,21,3643,6799,272,1860,1716,520
振东,149552,1213,3082,2729,14862,3401,5232,13682,7498,12777,1248,6418,2017,7819,2590,2480,16937,18335,3227,2496,7131,4222,573,637,1170,778,1056,10,3858,2388,177,790,850,295
秀春,20321,130218,2146,1843,13268,1966,4953,11090,7326,9368,428,4309,3605,3567,11887,2215,22319,5246,3406,4672,5638,9313,1261,1220,8993,1866,3753,8,1372,1758,808,395,675,171
培,68913,81316,3226,2096,11482,2172,2132,830,395,559,1810,14898,1863,13078,812,2329,5691,25093,11075,7705,5606,3128,987,3358,10050,2321,3319,5004,5468,744,481,521,592,243
小菊,828,149287,539,162,6258,2867,315,405,180,211,768,5341,6658,4073,1602,11770,3331,10875,10412,17080,5408,4660,1107,6411,20494,9196,5344,10,6118,6255,129,500,474,205
珂,65397,84153,2005,606,4002,4377,1856,2001,835,782,1084,7809,4508,8496,556,2858,19430,43131,6315,7166,2124,1176,260,2404,8116,1362,1618,33,10939,2024,193,422,854,208
富,144371,4983,2299,1083,14940,7496,14376,7100,13174,21159,189,1734,1429,2053,2083,1569,2449,2982,1754,3407,7681,10734,1159,1567,6199,5428,10643,4,1397,2063,165,650,312,80
晓军,129476,19746,2280,1030,9839,11312,6043,7631,4679,6709,1921,9476,5617,4237,2582,3892,8968,9409,4224,5522,4778,2068,174,2196,9600,1792,2364,49,9367,5065,1396,2479,2193,330
国安,146388,2803,1250,1184,9245,1843,2209,5620,3289,4143,2073,6254,4850,6605,2670,5482,3523,21209,12294,14163,8023,4246,606,3870,9677,3465,5461,9,2437,1938,529,436,557,231
春娥,264,148805,728,504,8449,11010,2036,3703,1223,1453,403,2637,8767,3469,2822,10206,9646,11421,17252,24441,4834,2664,835,552,1086,1501,1817,5,10931,3538,103,482,402,149
新平,103210,45809,902,405,9326,10566,1507,1309,775,1274,663,5772,2610,5295,1780,10427,8254,21306,12871,17275,4942,3026,384,679,2635,1344,2336,15,8444,6873,177,1043,3620,1704
翠红,756,148259,994,652,14075,7685,2156,3648,1532,2853,1568,22458,1672,12171,1458,2213,17117,17077,14759,3123,7016,3059,147,479,1877,738,2184,5,2345,2332,111,430,818,263
欣欣,19023,129689,1628,1236,12175,3954,3967,4541,3081,9646,303,6469,5031,7041,3527,3454,18101,25538,3126,4041,12224,4161,1784,1513,2348,1624,761,8,4575,1269,74,257,469,170
新明,135877,12740,912,582,5803,6607,2217,1448,1120,1601,1395,8368,4994,5630,1928,9044,8420,11414,14473,23729,6979,4225,379,1514,6448,1526,4337,7,4959,4844,245,867,2499,653
金成,145543,2904,1720,1435,10510,2069,3224,5204,5756,9287,436,9670,1972,5382,3140,1951,9331,15633,8270,5493,10678,5642,378,2735,8630,3778,5290,6,4490,2782,360,1680,1194,321
小飞,99218,49057,552,175,6365,4828,2453,1586,889,809,464,10050,11691,10407,917,9260,3046,15890,7777,11137,4970,3158,1028,3546,9789,10999,3812,16,7633,3849,62,1008,518,168
婕,256,147972,2802,2733,4663,6940,2380,2093,886,1191,6040,13778,6396,6968,4825,5898,9934,5713,7751,10526,6963,5735,1184,3326,8000,3338,4591,37,5526,4288,624,1132,1635,429
达,137903,10118,2919,2417,14672,4274,5522,9671,5794,6350,1924,10664,6930,3649,2695,3481,6421,4841,7472,9433,7036,5380,832,1261,5857,2833,5529,6309,1290,869,944,179,676,139
月琴,551,147293,950,650,4005,7270,2139,1798,727,1472,8824,24681,20327,10016,7358,4097,1955,8525,3448,1140,6962,2418,1496,932,2567,1694,990,11,5360,9225,485,4610,1372,340
向东,140197,7598,3761,1586,12553,8177,7082,6808,4031,4237,1184,9123,4006,7065,1604,2615,8541,15569,6349,6580,3738,1923,320,2772,7170,1399,4067,58,6545,5421,334,1266,1517,420
建峰,141833,5870,1053,562,16767,14062,3873,1237,1258,1722,2179,14561,10195,4899,3903,4004,11912,22192,3643,2531,3417,1616,146,1210,1815,609,1199,19,11252,3606,223,817,930,291
玉山,144511,3051,3572,2654,16652,4888,10304,12591,8553,10263,496,6920,955,8130,2538,1491,16931,15951,3438,2257,1833,1639,281,484,1844,621,1655,7,3142,3672,720,1627,1163,301
莎,1953,145563,1654,823,6934,4067,1665,1794,485,891,769,4168,3160,2644,539,7647,5466,6113,17683,22935,2182,2107,396,4665,18663,9613,4248,106,13127,1020,95,972,781,199
金良,139041,8418,1801,2237,15356,3323,6448,4315,3953,6699,1859,10045,13349,6057,3961,5490,10743,16956,2843,7708,3427,2384,329,695,3080,1270,4998,3,3111,2457,615,899,813,235
瑾,19579,127491,4015,2505,4822,6646,2384,3341,689,1078,12391,15156,7735,7987,2936,5344,5858,6904,8499,7634,4862,1876,606,1825,5098,3327,5039,29,8771,5724,861,1256,1619,314
国文,136473,10168,848,907,6617,3768,5703,7976,5872,7532,892,4158,3745,4930,4306,7455,4314,7844,6464,10201,11829,4622,1253,3769,12031,5558,7498,7,1245,3131,642,640,732,202
宝华,84747,61798,6632,6373,12932,2256,4247,14487,6735,10022,3333,13445,5254,3861,8386,4592,13178,4005,4016,2208,6435,2487,181,484,1300,694,2461,13,3896,1381,205,343,543,160
小芬,1646,144849,330,134,11904,1463,704,287,171,237,800,6999,19655,3104,3856,7023,2180,9201,5640,6070,10730,8402,1387,4412,9520,17843,10375,6,1848,1403,175,210,300,126
素娟,52,146214,1282,903,19353,2325,1581,17298,1232,875,1356,9493,13874,6997,3144,2534,9721,23564,1668,3880,13546,4916,413,639,1114,869,1094,9,1192,859,155,377,452,141
学兰,2194,144002,1239,2980,3544,1026,1010,2705,1759,2928,739,20229,613,18172,372,1659,23275,14453,4915,2079,918,778,306,5441,8743,3699,11678,4,1548,4162,707,3544,936,276
国兰,3482,142701,1240,1557,6003,1529,2983,5300,2696,3973,1063,17965,2339,11971,875,7999,4825,12568,5784,4208,4347,3072,704,7355,10090,5539,10023,5,1826,4425,1575,1352,758,234
亚男,23548,122455,2393,1730,20856,7046,4636,10031,5582,8507,747,7340,2276,10021,544,1674,22885,17632,4147,3853,385,247,152,1219,2595,798,1587,15,1909,2978,411,752,812,286
海华,86782,59037,927,408,5440,1182,3538,3951,2251,3582,3837,12757,11106,3421,2668,17096,7613,6594,6106,13101,16975,12554,1188,1122,2642,957,1644,6,1228,835,279,275,421,115
宝林,137888,7912,4058,3821,11618,5114,8208,14712,9714,14284,3425,12390,5193,4556,1775,3282,7161,4104,4304,2482,2108,1669,76,910,2684,937,2156,9,6735,4289,805,884,700,164
兰珍,1151,144580,816,640,8609,2815,849,954,548,986,4960,26374,11352,4961,2860,3353,4580,2933,11014,6326,9729,9081,662,2055,7219,3461,14406,5,1397,1786,99,303,434,164
翠翠,184,145523,437,764,15532,4893,3156,2538,3925,8377,264,7164,1162,15915,427,2307,33432,18864,4691,1392,1172,1166,181,203,625,1060,821,2,10020,4206,60,388,483,178
春雨,87778,57816,2803,2039,14513,2238,6621,13206,18328,25240,285,5816,689,6533,596,988,11594,13275,2720,1261,3156,2177,1389,1637,2864,1268,1681,10,1325,591,65,207,377,102
志兰,2763,142791,1631,1639,7967,3728,1846,3321,2487,3589,1341,24225,2006,10948,967,4589,13756,7708,5926,5014,3677,5293,271,4070,7742,3442,5605,4,4140,3712,472,3624,1289,336
雪芳,2671,142850,561,228,4497,3963,1048,503,271,484,7049,14036,14569,4191,8172,3761,2784,8021,2728,2954,29418,11753,1301,854,5665,1610,1418,14,8971,3368,208,370,602,149
姗姗,497,144974,2261,1418,11480,3633,1592,5223,4146,7114,886,9566,4551,14350,2965,2538,17250,20570,6485,3090,3995,3145,570,1748,3442,2559,1636,13,4265,1739,145,378,912,293
明生,142575,2693,789,537,4268,5012,2425,3266,2074,2907,1679,11903,3098,6711,4977,11573,5509,10917,8315,12927,5173,4868,437,5784,13556,3538,4726,16,3521,3060,332,407,665,298
芸,4624,140594,1876,1734,3043,3011,871,1552,430,662,8056,18544,6833,9039,2800,10104,9574,3735,10023,5829,4799,4311,904,2416,9252,6760,6858,35,4467,3954,511,844,1880,511
宝玉,80363,64800,2676,2699,10218,4042,6836,12256,8359,11878,1233,6687,5786,5419,15769,3192,11065,7662,5555,4527,5462,1782,430,495,1256,561,1717,4,3918,2141,378,490,576,176
萍萍,1342,143809,751,736,3431,2944,1442,3353,2279,3936,1775,10266,11897,17259,13409,7207,15061,10059,7366,4611,4676,4008,561,1413,4242,2376,684,9,4127,3439,181,589,847,217
庆兰,4562,140527,1315,2318,6187,1124,1616,6211,3769,7639,528,13992,748,12579,1288,3060,39566,9998,3295,2552,3506,6154,633,3197,3374,3468,3695,2,1907,967,339,144,574,234
丽云,1690,143288,1399,1168,7820,4612,3899,6620,3699,5656,1228,4941,7056,4491,20751,6553,5764,3334,2637,8600,24890,7029,2046,235,699,887,5902,11,975,1470,82,225,319,102
永春,108642,36263,1734,1224,6370,3042,4510,8246,7905,8514,1523,8205,3337,6418,3952,3852,11903,6354,4516,3002,3797,4140,823,4280,12112,4973,9656,20,3326,4259,1127,852,711,222
兴国,142570,2171,749,431,4392,2186,1882,6524,4365,6697,993,6282,3125,5138,1266,2993,10003,4511,10425,8446,1444,1387,321,10070,19799,13821,7461,19,3120,4107,262,1677,643,202
春平,67826,76806,1936,973,10317,7350,1683,4829,4194,5452,807,9247,3324,4148,2836,10700,9564,14049,7203,6939,6586,5075,1035,3242,8125,2943,5598,6,3722,1753,127,255,418,196
秀明,54065,90559,2518,1903,9934,4957,2173,3842,2503,3668,1614,7954,2788,4873,9894,2294,11293,4812,4423,3464,13090,15887,828,3289,12667,5451,2763,12,2699,1680,412,320,495,124
秋云,12701,131743,1201,517,5164,2450,533,2123,892,2037,1295,5539,4849,3622,6189,6308,15734,18725,7746,23186,11978,6798,1118,1169,5064,2201,2351,7,4248,668,79,109,473,184
昆,125023,19184,3726,2819,10932,3005,2297,5895,2993,3960,560,5837,1209,8771,829,6507,9717,13950,9255,7317,1660,3483,354,2926,10124,5449,11460,47,6197,866,272,521,982,287
小玉,12182,131985,531,206,4895,2144,740,771,429,612,527,6963,6520,8309,4459,10084,3292,15046,7883,13485,9169,8888,2728,3824,13960,5471,5324,8,3326,3309,214,368,557,210
文丽,1224,142633,1001,1132,8190,8915,4150,3904,2376,4748,795,3349,2550,6968,2129,5811,11177,13946,6068,5110,9521,5652,1063,1709,6286,5019,10203,9,4507,5124,255,829,1070,311
永利,113355,30492,5363,2992,18070,6273,10180,11526,5404,8393,507,3152,2590,5748,892,452,11667,14242,1691,1910,2197,2175,505,2353,4770,2135,1157,16,13577,2301,201,712,527,169
世华,102737,41106,1320,1503,3340,2222,2081,4020,2144,2555,796,4848,2761,10024,2708,4322,7369,6494,10767,5343,5054,7144,663,14059,22046,6551,7270,24,4193,2697,270,329,822,260
俊霞,811,142738,1785,2360,27165,10002,8548,2678,1790,3026,194,2369,705,3452,327,549,15519,42185,2733,552,1416,187,169,649,3699,696,392,9,3035,4972,272,807,1102,344
艳春,21603,121883,1883,1363,13058,2695,9305,17569,15263,18447,226,4019,913,3373,594,3451,7433,8920,3763,8452,1489,6500,120,601,3536,1080,5324,5,1059,1352,220,437,871,165
美霞,220,143231,823,610,6935,5724,7741,2346,673,1702,771,10018,4503,7445,9772,8637,16692,11368,6013,8099,18156,3699,1408,763,1652,1666,478,8,3291,1515,101,213,472,157
昕,60078,83149,5925,2713,4644,6995,3926,9271,5133,5812,3097,11079,4827,6947,4235,5545,10418,6510,6059,6494,4938,2015,428,2536,6459,1987,2603,55,5662,3745,713,961,1270,226
建生,140954,2253,2498,1661,9414,9925,1533,1361,910,1438,1669,11531,6621,3680,10755,9195,5411,12371,3656,7236,9826,5591,341,2334,5612,1532,7093,8,4721,3170,263,529,1025,297
明兰,2639,140553,580,585,2574,1378,1073,2973,1981,2941,521,14063,1332,14719,2425,4252,18599,15466,9357,2548,2261,2747,528,9519,9781,7063,6390,9,2884,1899,991,743,697,312
晓宇,69219,73644,2563,1638,11907,10724,10151,13377,7526,12513,1440,6792,2555,6892,1612,1597,13851,10853,3655,2076,3495,1281,260,1766,4643,1361,1894,24,3023,1123,301,661,1149,338
佳丽,586,142260,1046,604,8120,7250,3548,3180,2143,3339,2814,8451,14941,4557,4355,10597,4974,7276,5972,7950,8923,3292,336,2422,9406,5063,2541,13,2324,3417,158,2660,934,241
洪亮,140791,1982,1613,2429,11993,1161,3766,10977,12160,17005,595,8227,2636,6500,721,2902,21214,12574,2443,3363,2525,892,170,3146,6022,2874,2559,7,722,245,167,260,689,271
玉良,127851,14776,2153,2138,13938,2910,4950,10979,4766,7487,1516,8829,4927,7080,937,1591,14158,13280,2329,7296,2652,3007,477,1576,8832,1575,3525,8,2267,4610,1247,448,869,270
东升,140113,2492,2539,1090,10120,4784,6349,7469,4170,5590,546,7779,3990,8798,3334,2550,11423,22520,5505,3684,6368,2611,307,1785,6071,942,1613,27,5003,2888,292,919,1139,400
晖,89865,52656,5478,2665,4033,3245,1387,4997,1509,2266,4653,11688,7227,6446,6474,8813,8312,5698,9392,15229,7562,4256,705,1737,4104,1681,2036,41,4423,3273,504,791,1594,300
志林,129876,12429,1003,806,9271,3924,3116,3218,2406,3806,1730,11854,7373,5580,2805,5950,3791,6593,7235,9721,7757,6706,274,2813,12832,3993,5970,17,4708,3386,481,1837,1086,263
烨,63809,78386,3242,1290,6901,3441,2485,3785,2318,2596,6584,19985,10519,5338,7355,6373,5691,5081,6334,9983,8116,2935,514,1787,5500,3159,2811,29,4385,1670,182,754,854,211
美凤,705,141475,365,241,1726,1781,2529,1408,530,1269,2771,12626,19864,4272,15491,10754,5598,1874,2323,11534,15975,16955,903,806,1204,1180,7319,0,521,114,28,38,153,54
俊芳,11164,130973,1180,1590,19576,16155,6354,2390,1438,2226,544,5044,1001,7467,805,1283,12372,19030,4737,1313,2386,1046,220,1351,15417,768,1717,8,7765,5026,300,819,870,290
金红,28902,113076,1906,1868,12277,2748,2702,5245,4257,7419,1076,11226,5031,7852,1191,9187,11826,12846,8558,5548,4059,5703,306,811,2581,2325,4732,9,2361,3674,226,1188,970,270
海玲,3245,138511,1211,621,9362,4633,5387,3996,4203,7807,644,8100,3204,5563,2189,2783,12641,15578,3088,3961,16478,12440,2323,775,1520,728,1502,16,4934,2769,1307,888,1013,240
安,121404,20286,2558,1342,7824,2478,2133,4542,2924,3504,1882,7470,4944,9239,2221,8576,5451,8880,7249,10787,8494,8957,1315,1915,7478,3309,6139,424,5135,2152,507,881,797,183
菲菲,6263,135427,1469,1391,8968,4603,1970,3684,2103,4009,1658,8449,8120,7690,3489,3872,21858,16615,4425,4221,5440,5910,1324,1351,3594,2365,1630,13,5050,4265,163,819,925,247
贝贝,36114,105550,288,137,12925,6734,700,463,166,536,393,8817,4965,17131,548,1330,13870,50076,6688,1816,1346,1064,382,137,758,505,250,12,6224,2022,58,319,699,316
庆云,58786,82745,1692,2168,10078,1836,2495,6695,4523,9035,833,8436,2036,11221,2404,2808,25996,11395,4152,11069,4234,2988,360,1941,3692,2577,2935,3,1894,810,225,206,585,209
国秀,6911,134503,430,534,2418,1489,751,1188,623,938,593,5656,1018,6873,789,5723,3083,6758,12444,9274,2350,3111,310,10093,31649,16027,8907,6,2249,3408,1553,470,549,220
晓兰,666,140640,987,519,5822,2857,2547,3865,2428,3688,1272,9987,2906,6767,4036,6813,4005,5012,6679,7918,6831,3333,480,6127,24310,3242,3028,41,4353,5847,1044,2414,1809,415
素平,7467,133834,1289,877,24573,9549,2985,5054,638,449,243,13531,3276,13109,2078,2938,7384,25677,2315,5033,3729,2334,130,3313,4049,1222,503,9,3860,432,57,122,337,206
锦,71894,69336,1549,895,4274,4077,1368,2821,434,515,1166,10945,3904,9447,7547,5898,4281,7689,9511,12213,10081,6907,1071,2587,9850,4248,7039,20,7510,1780,241,381,591,171
德秀,6101,135053,550,460,1393,423,260,1039,686,905,515,5384,668,8628,1332,2479,7707,7561,17745,7576,1381,3735,308,13896,32780,14620,5862,6,3078,981,532,306,444,248
福林,132837,8301,1785,1329,8303,5550,5228,10199,6495,9254,2417,9716,5550,3523,3013,6802,5604,5262,4296,5142,4799,4219,296,3147,11355,3260,3805,11,3029,4546,1393,573,1016,221
伟强,140509,619,423,346,5643,2188,1189,1237,1285,2096,2964,3683,8414,3187,10282,4817,4505,9414,1313,3765,57118,8108,803,358,1614,276,707,5,2690,2466,97,295,478,132
腾,119547,21524,3100,1167,11743,5637,1616,2544,696,958,708,8314,3558,7057,2744,5071,21065,10339,9638,7956,4080,2843,878,2647,5876,4250,1910,26,9551,2454,338,360,1080,295
建东,138042,2975,2085,1689,11865,6480,4047,3079,1924,2692,1780,19556,8223,3714,5849,3304,10813,9687,3289,2950,8092,4151,409,1353,6291,1029,4913,14,3997,4616,199,1577,1072,278
丽艳,135,140667,832,1274,11008,2538,8686,30073,16243,26522,416,2299,2223,1687,1569,2059,6269,2560,1256,5221,2047,6265,389,211,1019,683,3673,7,839,1257,276,533,777,92
洪军,137285,3483,931,1675,7689,220,4387,15363,14430,20055,282,8505,1424,4592,109,721,21722,6774,2625,2179,553,684,72,3798,12879,3818,2193,10,949,237,335,624,697,236
乐乐,75757,64953,402,206,9731,6916,5013,1642,1056,2159,392,7167,3861,20402,562,3507,11657,30588,4032,2385,1089,901,293,413,1026,1455,324,8,13322,8240,64,874,730,293
树华,82142,58495,1990,3199,9829,1615,4209,6428,4372,5628,572,6802,1486,5913,1249,4090,10791,4591,3717,3602,7133,3235,227,5436,23587,3968,13359,5,1762,790,85,221,553,194
志坚,133221,7275,1067,631,3608,3859,1789,2074,1726,2044,1832,7225,6187,1688,10899,12059,3847,2818,3024,11262,41285,7874,1326,824,2799,979,3744,13,1130,1300,205,417,793,168
继红,35902,104565,2999,1534,6724,5234,2107,7357,4680,6015,1932,7783,2197,8392,1034,4606,7798,18998,10409,5747,2677,1855,151,3215,6713,2825,5240,28,3796,5190,309,1036,1370,444
志豪,139681,718,408,181,2849,1971,630,1049,466,662,2507,8479,5626,9476,2401,10086,9893,21756,6452,8156,25724,3216,503,3169,6782,2392,1655,5,1606,627,126,242,988,316
广,137442,2762,1371,908,10488,3157,4333,6067,3632,4216,345,4850,2129,6631,770,3431,6487,10988,8095,17124,7794,7416,690,4435,9543,8813,2229,14,1856,1242,87,573,352,144
红兵,127988,12205,969,280,3803,8860,1761,1128,501,626,1435,18137,2977,9146,460,4019,2145,8115,20972,11264,1533,1205,116,4456,12544,1833,8141,32,5069,5454,168,1119,1360,565
民,123270,16810,3410,1627,12178,2550,5089,7568,5678,8450,2718,7990,2731,8014,1430,3723,16277,13682,4907,5129,4485,3252,1601,1584,4622,1416,1388,74,4588,1568,314,480,1192,365
卫红,32971,107005,2921,1301,10159,6810,1003,1825,992,1248,3193,13122,6598,3858,1182,7658,6257,19620,7764,14684,7877,3105,226,1082,1947,2246,2931,52,4904,2560,224,598,1588,441
学珍,7922,131867,997,2721,3142,1508,1210,2830,1725,2408,973,14140,828,11715,418,1175,9060,7350,9267,2357,1317,1121,256,6617,22297,13371,14481,8,1538,1922,298,1857,671,211
梦婷,159,139612,363,244,2319,1661,651,732,364,657,1351,12438,12282,16936,6458,12368,4594,11051,13420,6615,6668,4276,576,2219,7213,2081,5416,18,2819,995,271,898,1423,394
黎明,106044,33663,1476,522,3970,3499,2286,4029,1945,2351,5121,10509,10187,9307,4398,6167,8989,13786,9990,10460,2588,2853,235,3062,8733,1856,2567,31,3838,2666,393,385,1164,345
