name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
淑萍,308,178481,5300,5242,10011,7497,5660,14566,9075,15062,1439,8499,4407,4625,5835,9456,12826,7547,3774,3409,6968,1831,550,1510,2991,558,1201,23,5686,12889,913,5714,3159,641
贵,163149,15549,2458,918,16623,6724,15437,7479,14296,20354,148,3211,1264,4827,2549,2036,2136,6680,4748,5651,6808,10650,882,2482,8525,11579,10280,1030,1581,3698,893,1671,903,180
秀菊,222,178226,1674,1302,17266,1761,1284,7936,2506,5609,1423,3526,5473,2449,7234,1182,40004,25502,9421,5065,3461,6626,1415,2431,10654,2972,3877,7,2243,1947,615,380,867,336
淑芝,255,178036,6339,2548,16475,597,12147,34543,25041,48143,122,863,432,830,298,242,12466,2649,707,1979,1747,248,41,367,5066,274,635,5,674,370,110,213,538,168
国芳,37860,140386,956,1056,6620,5123,2700,2557,2227,3878,6109,21485,12297,13013,1349,2603,5723,18244,9387,4052,4966,4100,565,8709,20909,3975,5555,6,2812,4480,1359,1002,991,363
甜甜,4963,172977,596,1124,8180,8388,1873,2847,1117,3187,233,15881,4351,16024,1414,7872,24875,30987,9538,4651,987,2080,469,1617,4876,3520,1819,13,10218,5950,86,1330,1364,473
东梅,827,176870,1454,684,9856,5666,3984,6232,6392,7676,347,7752,1751,10050,1695,1526,11781,22668,5876,3502,14388,10153,649,4793,15611,3465,6007,12,7224,3844,222,1382,779,276
建波,166673,10897,1544,1365,15542,4970,2636,2603,3101,4472,483,7146,10658,2343,2130,6401,19243,15060,8674,13894,7089,3104,269,7235,17411,3740,8884,17,4925,949,89,589,770,234
晓龙,174117,3135,1977,1333,15069,8054,7957,9391,9067,10411,1039,7040,3170,9849,2723,2785,15914,16459,4278,2630,6395,1243,197,2875,8722,1977,5932,45,7916,4698,1571,2989,3148,413
爱芳,2155,174825,392,247,10869,9045,1838,436,386,819,5324,18764,13974,7421,4659,3252,20741,20398,8686,4155,8606,11516,2086,106,532,300,736,10,15036,7798,162,659,706,254
文霞,1724,174660,2316,2638,16023,7440,5401,6001,4059,8255,1057,10137,2754,11602,1794,4462,17388,19039,7882,3728,5701,1830,795,1353,5116,4140,840,19,5102,10041,986,1578,1168,332
学明,163996,12351,1895,2910,5999,3110,1929,3580,2247,3136,1799,12830,4595,9290,1844,4490,11364,10105,8662,5988,6655,2949,928,7343,27711,6593,15594,10,2442,4485,781,3607,1538,308
朝阳,157409,18819,1608,978,15309,4664,1021,2223,1503,3202,651,6975,6136,9579,6734,4452,8820,40035,9500,12254,4464,3381,842,2784,7603,4513,2898,17,9691,2150,178,718,1020,325
全,165717,10371,2839,1904,13399,4506,11182,7757,7855,12831,1048,7756,1241,8737,1276,2217,5803,10178,8375,6009,8485,7660,1123,5275,17544,4300,7061,21,2590,3862,879,1106,1242,302
德珍,10090,165808,1661,1397,2640,812,979,5509,3783,4600,1459,8879,1098,11998,804,1543,5440,7923,15483,4309,3154,5579,504,15085,36642,23152,9068,11,2096,604,176,189,513,243
程,132306,43305,2267,2134,4257,2292,2060,7515,3764,3975,2313,17232,5724,14212,2058,6325,9505,5754,16674,14740,5326,7219,1439,5663,14392,4884,4229,37,5308,1710,298,825,1128,352
然,71723,103698,13261,4945,22660,4543,4724,7769,4616,6608,1179,9744,2006,11836,821,1823,12193,23697,7824,2432,4262,2434,412,3295,8457,3153,6781,106,1226,529,689,365,829,202
菊芳,1818,173156,431,150,1990,2518,593,1060,252,478,14112,27903,16187,4995,1977,4386,1460,2665,11238,7664,5677,4516,729,1830,32925,758,6627,13,10294,8985,404,875,1108,378
海荣,73958,100868,2054,964,12783,8076,8307,5137,3110,5624,2731,17043,7841,6462,1710,6865,13200,15876,4892,4465,8486,8638,2753,1669,4443,1233,3377,15,7109,6125,760,1666,1106,306
卓,110776,63889,2438,2176,8598,5101,2750,16906,10981,8253,903,3767,2009,4586,496,2164,6083,16093,12428,17204,4066,2594,594,3332,9477,2509,4140,7413,11360,2808,1665,910,767,177
永杰,149440,25008,1118,1090,14823,6754,4157,7206,5837,7452,1207,5293,3674,8637,2890,1419,15023,32503,3225,2241,12275,5701,682,2639,6214,3029,3397,11,5812,6323,879,898,1262,348
亚娟,146,174167,1562,898,14341,2937,6485,13528,9716,15577,2501,15269,9075,3005,771,931,2597,24908,2743,2448,6348,792,645,1371,1756,825,2370,15,21247,8019,223,842,591,179
世杰,163526,10732,1834,1890,11355,9698,4212,8316,4470,5165,1838,5040,4907,7308,4533,3740,10932,22952,5660,5682,10598,6262,909,4170,9533,3268,3652,19,6128,5996,770,1130,1889,477
瑛,17109,157128,3091,2091,3277,6264,2613,6194,2592,3226,12828,12824,12406,4657,3784,8075,5941,4601,9538,15252,4557,3604,646,2684,9709,3510,4021,55,12095,7547,1337,1454,3199,675
亚楠,32443,141755,2766,2661,25616,10032,5658,6119,3291,5285,218,6950,1320,10337,371,1238,23994,48278,1512,575,288,184,85,452,923,387,2543,20,4350,3933,534,2164,1598,516
翠玲,132,173904,1387,796,15278,6135,5181,4456,2243,4580,740,11741,1056,15200,2227,1144,28093,23100,5918,2246,16537,8328,560,529,1062,346,2792,13,6154,3087,207,970,1695,476
跃,143970,30063,7365,2864,9050,3792,5248,13199,5417,5511,1545,18270,5564,16505,1030,2196,7382,6072,3472,6586,4104,1826,635,6396,16500,10937,8036,25,2100,902,154,500,644,206
雪花,356,173627,311,94,3711,6488,1058,582,2581,1412,1388,5966,13148,8079,12415,19413,5872,14762,4639,17447,17664,7786,2359,1487,6361,1626,2353,15,4788,5979,703,1417,1619,460
惠珍,556,173168,1677,1547,2151,2454,845,1560,703,921,12123,18408,10357,2540,14429,4926,1854,2461,5381,3421,49173,14417,1817,444,2977,678,4255,8,3725,5858,300,1645,1240,236
玉成,164082,9254,2264,2304,12009,3952,6545,12165,7067,10183,944,10939,1970,8789,2626,1799,16778,12379,5976,6711,4563,5171,422,2828,11705,3268,4000,23,4867,5887,1665,1990,1517,400
璇,21442,151681,3266,2273,10525,6829,2866,4873,1813,3107,1835,13352,3623,10391,3038,7020,16520,5591,12619,15065,10195,4751,410,2726,5651,5102,3996,23,7525,4482,319,856,2005,508
志辉,153823,19271,993,831,15245,2984,3271,4139,3095,3966,786,3624,2802,2855,8713,14869,4885,10179,5805,25344,31336,6890,760,1424,7135,1711,3247,7,2308,2075,256,521,819,219
美云,4961,167875,883,716,4628,7817,8661,1281,429,1011,2564,20723,17107,7941,14464,7364,11238,6867,4467,23976,12524,6026,479,799,1161,2174,4538,7,1783,536,49,95,364,164
成林,161772,10982,1059,764,8855,4155,3890,10235,5493,7953,650,10495,2273,12329,1222,3349,9433,13401,11117,5780,3864,4039,332,6886,15854,7351,7694,21,4805,4602,2555,1004,980,290
明月,39069,133184,1846,1647,16470,1897,4627,10565,9933,10124,543,9824,3775,13966,4594,1988,15945,22526,7092,4828,3766,2935,1005,3435,6839,2948,1856,14,3414,1708,578,430,840,297
志祥,169644,2565,1328,1124,7238,2712,2205,2774,2082,3299,3496,23877,9229,10805,3595,4947,5575,5973,12363,14780,7849,3592,285,3843,11516,7454,10955,4,3847,3135,378,1471,804,185
建成,169658,2165,1866,1568,11208,4835,3640,2393,1889,3073,1610,10994,7849,4888,10016,4079,10124,15876,6038,14799,10095,6019,609,2948,9982,2555,5352,19,7705,5214,389,2199,1578,412
国忠,170752,938,1920,1654,10969,2700,7336,11183,8166,12525,4082,13614,11360,4202,7554,4121,4978,6604,4157,5699,6798,4299,549,2958,8727,7265,7959,14,1374,4507,1205,1733,1183,295
银花,427,171104,367,126,5394,6307,5252,798,2150,1333,2143,8349,16779,9571,9583,16369,3445,11082,7482,15816,7744,2521,398,1719,3507,5640,4158,12,4146,13475,1020,2951,1454,440
云峰,159395,11581,2374,1218,10911,8128,6964,9802,9871,13743,2818,11389,7971,8784,1869,5625,10764,14157,6083,6135,3383,2772,365,2901,5507,1992,6636,28,4699,2053,264,492,952,326
明珠,28288,142163,1145,1000,5344,3580,2361,5615,3471,4960,4222,19320,9787,10649,14820,6052,9609,14353,6786,6727,12071,3414,1628,2133,4993,2528,4810,8,4607,2614,515,388,701,240
福生,167199,2731,3614,3130,13430,8673,5994,10831,7288,10914,2226,8130,4270,3625,7910,17200,6684,6640,5870,10036,4915,4828,383,2462,4854,2078,6216,9,2619,3003,506,347,981,264
长生,166273,3619,2776,1518,8332,3137,2310,5865,5705,6970,1524,9881,3994,8119,4404,19430,7036,11785,9419,15393,896,1809,100,5243,13093,3989,5648,17,5529,4088,607,347,689,239
攀,137566,32245,1457,427,5612,1608,241,1476,441,424,306,3473,3217,5887,923,5476,4747,19246,27348,16693,1961,2023,595,10175,33272,4349,2476,35,13098,1352,79,467,660,267
双双,21107,148629,643,1071,14782,1771,2043,4178,4051,6192,406,11305,9079,16175,2068,4226,22803,27756,12385,6869,903,1494,227,2860,4047,4498,1381,1,3787,1983,74,284,519,212
铭,122733,46722,2704,2114,5692,3499,2580,8612,6967,7379,5502,13265,7423,6174,6103,6321,11982,9311,9028,7716,9558,7044,1246,3658,10439,2869,3252,31,3709,2606,391,755,1235,290
松林,162966,6427,1437,918,4867,2153,1400,3728,2336,3129,1594,11883,8301,10762,2349,7318,4505,22287,14424,20980,4478,3079,200,5059,17899,4059,3577,26,3149,1724,262,201,927,382
国富,166899,2485,1136,1090,5004,2591,5017,8290,6223,10067,2439,9945,10617,6226,4506,4664,3906,14098,6554,6535,8312,5222,626,5434,18366,7660,11111,4,1991,1250,238,414,518,268
泽,152376,16842,3060,2952,18389,12146,6910,8893,6092,6518,574,7270,5946,5313,2005,2225,7081,4901,7249,7132,4847,4056,1602,3207,13718,4767,8215,1132,5411,4385,537,1428,1014,243
银,81817,87328,1471,832,9670,3274,2774,2432,990,1510,323,14105,2106,11844,2316,1888,3124,12973,14692,11024,11474,3025,737,9823,16138,10394,7750,29,3750,4331,295,3122,668,261
晓琴,710,167842,561,221,3051,11445,3138,2098,681,1209,1098,11192,7648,6213,3757,8035,1457,2532,9928,4397,4549,1366,323,12920,31258,4918,3413,52,8247,13237,1152,4491,3369,604
王氏,316,168011,963,373,7933,34,710,4653,4347,3726,25,15179,94,39731,6,15,48142,32380,275,430,12,58,125,120,2809,3546,2248,0,100,47,8,75,117,46
永清,123510,44463,1632,1036,6388,5085,8595,5916,3670,5867,2767,9091,4825,5251,3696,4730,5318,5428,9069,6963,7168,6599,1196,6620,26812,3131,7991,17,3979,5003,1736,1134,958,318
小波,146963,20695,845,358,4751,3533,2422,1286,1841,1976,449,7424,6025,3725,1346,6871,2965,10165,10333,14272,5772,3008,1253,16440,35238,11191,3812,23,6794,1833,73,820,589,221
小敏,25542,141671,533,208,11436,2347,2007,934,1190,1191,937,9371,6952,7846,4026,9763,4266,17409,11272,6746,18087,7043,1624,6948,10555,14412,1317,16,6276,1749,95,179,330,148
涵,77812,89134,2941,1738,8631,1247,3120,6454,6167,5644,1635,13068,6164,8791,5046,4805,18138,17674,8382,8145,4746,1180,364,6159,11127,2993,5938,41,3452,1437,167,605,686,173
宁宁,46810,120130,1249,656,21894,6481,2099,6643,1792,2721,473,7326,4258,13783,962,1335,29694,33442,865,801,1206,2378,214,288,750,801,242,10,14857,7033,217,1597,607,268
钰,49631,117100,3432,2975,5909,8388,3376,6783,3420,4565,1782,15009,4359,8199,3013,7041,12235,9164,7981,7076,4646,4486,999,3246,12875,4342,4324,56,6247,6349,669,1506,1852,433
梅香,1007,165594,214,125,2691,4441,870,891,435,790,713,8903,8436,6903,10095,26089,6163,12647,12413,25415,11010,5964,2059,1851,390,3078,3786,1,1640,6120,752,903,621,183
会英,2281,164184,1874,1783,24741,2579,998,2843,1692,2511,197,3685,1613,3967,302,8997,14747,10651,3658,4659,4255,2643,394,2423,16343,3700,25805,8,9138,8859,122,601,866,314
金妹,1860,164590,186,237,870,84,39,113,56,122,17855,24979,18575,2960,23043,12325,546,263,748,6485,27868,12689,2622,95,401,5839,7453,3,214,334,33,39,62,41
兰花,264,166116,439,244,10037,4671,3722,802,1027,1247,1417,10785,11773,5010,6020,14606,13899,12346,3514,9170,8018,8755,4216,722,1473,3710,4472,6,2613,12123,1636,5079,2424,404
丽敏,1944,164349,1190,1314,18699,3486,5568,16936,9082,14258,2919,3845,6578,4964,8261,4093,8184,17910,3174,1910,19162,6251,1090,375,1189,987,1984,10,1043,923,169,300,487,143
艳秋,6187,160060,1498,1190,11810,562,7279,32064,22113,30443,342,9389,972,6779,961,1198,10014,8304,2442,2216,1993,4432,115,1582,4137,630,2581,4,472,253,89,133,363,96
玉环,7040,159170,2848,2323,14467,2562,4875,17583,8998,13279,219,4052,1383,9013,4796,1125,25541,24978,4069,2086,7619,2454,604,502,1286,924,512,5,1803,4217,377,415,924,371
永秀,7398,158463,510,524,2612,1615,655,1073,825,979,515,5274,846,7932,2358,3219,8080,6566,15247,4974,4044,6084,425,14187,40266,17549,6850,18,3546,3649,3640,562,598,271
卫国,163635,2128,2836,1672,10863,7143,1929,3596,1738,2631,6620,16805,9340,8096,1469,6996,13369,13213,11609,16077,7013,2445,342,1362,3111,1384,2781,16,5948,2207,271,718,1668,495
文文,46063,119427,580,810,7527,6051,2293,2619,1396,3772,579,11854,4925,14497,1346,6818,32241,16799,10297,4540,2694,2069,362,965,4151,3433,772,8,9821,10135,120,1060,737,220
宝珍,15346,149689,4195,5228,9867,5178,3071,13062,5287,7299,7223,15475,7168,6913,12472,6317,6771,5240,9057,2664,11318,2720,265,405,2439,1498,4521,4,5636,2266,314,429,543,190
桂连,3878,160877,745,253,6979,6590,3451,2750,1711,1960,349,3992,2729,4236,2917,16797,14093,13995,5911,18474,19283,21030,2280,346,4306,751,2498,2,4289,2409,280,435,141,54
亚萍,1311,163318,1115,586,4828,4302,2502,4102,2954,5124,3648,28395,18149,7544,1964,4209,7439,17182,5018,4424,1697,937,365,893,3937,1273,4724,30,16231,7868,696,1481,1321,380
方,68697,95634,2890,1792,5542,1889,1700,3503,2135,3338,2408,16754,3951,11926,1288,3583,9887,21914,16956,8987,4376,3290,635,3179,10662,7678,4113,22,6954,1168,165,605,833,208
叶,19949,144297,1088,327,10527,5025,4651,3314,1414,1318,5267,13978,6077,5514,2877,3510,7163,22389,5981,15067,6362,3783,2333,1579,10823,6782,6239,69,6864,1276,564,809,1036,240
琼英,328,163848,87,40,488,173,118,88,22,48,188,616,769,734,3979,1063,288,292,5730,4071,15290,10777,3678,5561,77189,2687,28687,20,386,185,51,28,512,331
秀敏,5296,158853,7521,9266,37898,1775,3203,13123,5932,10909,800,2353,1788,8878,6202,782,14554,18085,3286,674,4070,3216,352,836,1760,2792,1252,7,1144,513,112,230,594,242
贺,115175,48972,3595,1564,19766,1422,6540,26338,29865,14734,178,8098,500,11138,624,626,12809,20227,880,616,1347,674,279,151,398,174,293,7,556,436,45,232,350,177
星星,78090,86052,220,96,5710,12326,1647,287,285,392,292,16268,7937,13531,2750,14372,3199,15425,18094,12445,1583,1651,558,3404,5366,5954,1788,4,11137,6251,71,308,602,189
姣,3779,160212,783,267,5594,5935,1530,5186,922,733,405,6774,2042,4852,188,1701,5752,21935,18043,34921,564,2067,385,4037,11122,6079,4328,11,15088,1682,134,630,569,222
利军,138253,25599,1966,886,17995,17522,17143,4534,2748,4563,1043,4336,6507,3780,375,2824,5189,17138,7344,15200,1749,1568,113,906,6891,1264,1981,22,10063,5531,213,1258,901,299
振宇,158307,5112,2906,2146,8694,5958,5474,10095,6225,7385,2666,10996,6796,10035,3005,5697,13059,18380,5695,8705,9750,3979,601,1300,3467,1210,2082,24,2649,1948,266,543,1310,373
林林,67191,96038,604,394,12354,9319,3905,5701,1937,2947,686,11809,3060,11726,1243,5209,20780,27403,6151,5423,1169,1570,101,2125,6061,6503,841,9,6914,6220,148,363,369,185
建中,159509,3598,2480,1689,12066,8991,1654,1256,757,758,5559,22784,9574,6023,2326,4641,4493,23265,5341,13733,6818,1607,214,3839,10889,1122,2047,12,4367,2853,248,485,951,265
永辉,147936,14781,868,595,15361,2145,2085,4576,3130,4321,1552,6179,2882,5772,6049,6550,7200,24763,3765,8152,14226,6066,1344,2783,8602,4806,5834,18,6106,3901,1037,586,1046,417
洪涛,155971,6719,2743,2332,14064,1162,4310,15928,12243,23933,760,4680,1715,5590,810,2294,23877,19263,6698,2395,2776,1289,146,1285,3969,1978,1694,21,2215,699,259,449,881,262
巧,14550,148046,214,111,5606,1923,574,1471,189,295,264,8159,4576,6280,2304,3116,5735,31602,13542,12499,5186,3762,502,12044,24426,6713,5074,98,4029,1047,90,329,583,253
德芳,31334,131261,970,942,2806,1444,969,3275,2417,3968,2852,12262,2154,13193,1904,1618,12645,8591,8328,3297,3464,5434,574,14729,37540,5605,4264,12,3851,1441,525,455,776,315
建梅,1517,160961,1583,1312,13210,12398,3419,1315,1285,1913,655,18050,4193,3551,3245,5707,11317,11421,3983,5408,6403,4611,351,4670,10505,3768,11705,18,4895,5560,973,1881,2554,619
可,84289,78109,3477,921,4365,2790,2280,4940,3438,3528,1015,14759,5014,16307,1395,5234,8224,19501,11088,15861,4752,2530,444,4837,12460,2809,3019,52,4884,1336,147,327,589,159
月梅,382,161782,968,596,9926,12621,4233,2899,2002,3035,1259,15011,5366,10672,4256,3652,9529,16467,3580,3863,13492,13479,4182,538,1337,1056,1420,5,3701,7072,560,3493,1519,375
玉祥,152255,9586,2051,3060,11514,4153,6390,8980,5958,8790,1237,13648,3157,9034,2031,1759,16633,10471,3090,4032,2803,2620,225,2694,10041,5837,8226,15,3987,5343,1292,1446,1108,216
永贵,149234,12229,1374,870,5733,4422,4477,6867,5950,8849,555,5585,2224,7249,2940,2430,5907,7258,6440,4909,4105,6014,611,7898,24181,12703,10853,12,3448,3550,1574,1319,918,238
宝,148444,12939,1745,1373,14284,5833,12381,7319,10930,15458,662,7014,1433,11746,2639,1779,8648,8893,5676,2059,4010,6196,1698,1590,4173,2498,5770,76,5973,3797,1181,2349,988,266
世明,150054,11007,1093,1229,3916,3968,2716,3952,1941,2333,1168,4412,3466,7533,3499,4557,6125,6288,9376,6873,5984,7646,1078,16479,25708,7291,7827,11,5223,6147,1012,937,1008,266
小东,146081,14347,1291,425,9220,5309,4776,3531,3915,3842,483,8559,4838,6730,2313,6390,2528,9559,6570,5039,5167,4100,666,8076,26286,5047,4161,25,8977,9642,316,2894,1010,267
云芳,11761,148572,717,869,6640,6419,1535,2506,2252,3358,4420,17781,10196,9708,3063,4073,9586,6853,6209,5419,4510,3411,394,5341,21436,2150,8810,12,8590,2712,192,412,672,255
冬英,442,159872,254,118,963,2237,150,366,203,451,1606,13531,14242,5317,7605,40614,2019,1948,18629,31367,3802,4540,191,1402,2485,2694,784,6,1124,1235,62,59,188,122
文俊,138421,21802,1223,1573,4653,7411,4788,3270,1669,1941,4411,11865,4359,12151,2867,9117,5911,10858,9799,5984,14070,2976,522,3313,11957,4886,6654,14,3263,4829,705,1471,1419,324
永福,155502,4317,1812,983,5631,4739,3965,6580,5707,7677,2187,5182,4342,4402,5642,3472,7665,8217,4079,4052,5166,6796,660,7217,14868,6865,12203,15,3863,9013,3412,1623,1443,341
莎莎,870,158545,1405,812,13315,6603,1393,2397,767,2068,480,6529,8199,9733,949,5157,17982,19287,8649,7733,3237,2900,579,4160,10105,7899,2624,39,11682,1101,100,418,808,305
长青,138050,21357,2676,1829,13092,5513,5606,6637,6369,9476,661,9068,2093,10012,2793,4454,14543,21300,9421,10285,1699,1035,236,1588,6544,1467,1697,18,3948,2456,1130,470,983,311
小珍,2914,156206,172,62,3617,2910,348,110,93,99,1395,6698,13381,4380,6836,22040,1570,7095,11006,11687,17916,18079,2145,1073,3721,6826,9467,7,1788,3810,124,349,211,105
秀文,42427,116651,3679,4415,18954,5845,4606,13732,8564,10430,1067,3950,3320,4771,3792,2418,12214,6466,4165,3841,12924,8123,941,1696,6509,4082,2026,3,2773,2051,408,364,752,197
小荣,55369,103319,637,230,8298,5307,1860,374,279,360,772,9062,7146,7558,2934,20695,4976,12668,8933,8837,4786,9592,860,2876,7346,4951,3741,13,12968,7901,175,1524,790,239
树英,5316,153315,1303,1798,12136,3299,3198,2444,1735,2036,521,10180,1689,8827,959,3835,19117,9091,3720,5107,6715,7136,316,3942,12821,7281,23259,5,2046,2758,179,548,511,190
海珍,10972,147648,1007,578,9464,10632,4684,3823,2416,3397,2871,8438,9135,5890,2189,9843,5315,9551,7449,6948,14319,15516,4327,754,2847,1839,4199,7,3875,4447,1357,784,626,182
晓云,19255,139038,1757,854,11519,6926,3143,6721,2833,4760,2121,11961,5577,10940,5168,5830,11832,8964,5612,7577,14339,3637,611,1724,5129,1867,4676,29,5588,3441,873,921,1409,291
亚琴,553,157464,1478,334,4037,7459,4954,7488,8692,19546,3822,28948,14997,4049,2249,2905,786,3598,6404,3644,1759,368,581,2412,3230,4138,1075,9,10035,7326,295,675,814,198
燕燕,897,156990,1221,580,7903,10648,3983,1068,765,1140,1754,5939,11558,8919,10004,10794,16127,18146,4979,3336,6105,4801,657,600,2002,1775,1028,7,6313,11571,484,2150,1268,262
美香,765,157044,234,180,3145,2239,1764,1460,1449,1766,1454,6628,14516,3830,14511,13031,24650,3602,6381,15567,14351,10274,1254,1027,897,2110,10583,2,425,258,65,72,249,80
秋红,7026,150554,2408,817,9742,3315,1091,3946,2277,3952,1164,7680,5458,3372,6246,8730,10557,25173,9481,11716,14696,8407,510,2225,4194,2122,1531,14,4663,1537,90,216,449,180
伟杰,146197,11373,765,547,7173,4164,2303,2470,1621,2966,3222,7215,10998,5861,12249,2972,8329,16267,2968,3668,44834,5581,478,1124,3340,713,1047,5,2054,1298,102,294,811,253
小利,27007,130330,625,205,7085,5716,2839,846,640,650,89,5505,3650,6955,466,2356,2478,25710,5117,7782,3204,3234,435,8788,17815,3903,1033,16,33290,5552,80,779,339,155
曼,4989,152284,2901,1811,18748,1666,1527,6338,2468,2716,408,10345,1264,15448,460,2237,9485,18210,19697,6506,4952,2465,2539,2717,5707,3815,2672,36,6864,1055,103,194,1716,270
海生,154705,2520,1906,1178,15007,12261,6932,4580,3087,5737,1672,4708,3350,6349,2468,8631,6462,13055,5338,5229,14953,7691,1869,1317,4360,1620,3263,16,5142,5596,1844,683,713,208
凤娟,84,156981,1183,1603,8949,429,3584,12443,6930,11378,7742,13556,10816,5695,1727,1703,14165,13642,2251,2070,13136,13285,269,1066,3642,798,1399,11,1169,933,123,768,442,158
爱连,1305,155606,157,72,4432,8813,2321,222,224,532,187,3440,6094,5474,2892,12903,16401,26584,5161,29957,10164,13059,2694,32,111,289,382,2,2928,1082,17,123,111,52
金枝,5894,151015,708,780,8859,8291,4899,2679,728,1437,194,2368,2550,17937,7204,10863,7943,20929,26652,14185,4172,2502,111,324,4883,769,1038,6,1899,309,109,383,405,235
德林,148747,7983,2439,1646,5727,1278,2588,10325,7018,9997,2318,12515,3662,9127,2412,3966,7212,10011,7510,7104,4073,6373,564,4577,13777,6275,5557,13,3100,2536,1099,673,985,273
秋兰,922,155766,1504,531,4798,4160,524,2562,991,2271,646,4163,6356,1634,11511,19402,14948,8710,5741,11547,20997,16328,2546,1293,4499,1769,1686,5,3522,1248,286,103,312,107
振国,155665,932,3006,2581,23300,7746,7793,11810,8267,12551,1519,4850,2047,5195,1978,2284,19122,17310,2981,3805,3210,2745,373,501,840,462,744,5,4100,3303,250,797,912,244
文博,142024,14450,2397,1778,11890,3692,5200,10778,7907,9860,791,3893,2267,5439,1356,2393,11847,30799,5726,3313,2553,956,332,1172,3079,801,1029,20,11602,9415,325,1733,1736,401
秋梅,566,155866,710,340,5681,7949,983,3039,1848,4269,302,3449,2843,2305,7196,9263,10848,18183,9593,8979,19424,15869,2739,1048,4509,2074,2835,11,6227,2630,282,291,490,226
诚,140806,15579,2328,1410,2961,2174,1439,2955,1413,1750,4832,16085,5741,13370,2685,9529,5868,3735,16952,10506,3659,6606,1254,4811,14094,5410,4524,30,4698,2841,443,731,1161,324
贵英,2028,153846,672,616,9607,6930,2373,839,798,1216,651,7215,948,9652,3263,4884,13328,13169,8492,6975,4764,2813,222,6317,18793,13928,10608,7,2604,2645,469,430,508,138
正,145648,10006,2642,1679,7410,2988,1803,3913,1630,1601,2624,14076,4579,14933,1670,4493,11240,11845,11764,12691,5000,3622,826,4380,10644,3613,5673,27,4298,2069,327,784,679,180
海清,109554,46021,1079,435,6351,4412,6511,4286,3296,4486,1333,5480,3893,3384,3532,9359,4587,5743,9362,17566,15473,12979,2027,4569,12378,1310,3538,10,2712,3057,1092,603,546,185
亚玲,1524,154033,1861,510,5967,3489,3699,5041,7606,14452,548,4575,4854,6739,2668,2265,1712,9133,9215,7672,4122,1254,1552,5028,8295,2886,3018,28,28030,6692,365,933,1087,261
瑞兰,2153,153386,3612,2133,15212,3402,3892,3184,1602,2639,833,8356,1452,5818,7271,4667,26728,9491,2630,10125,18748,5739,1213,1410,2789,791,1623,8,1688,6166,139,586,1212,379
生,150018,5486,2669,1539,14344,3949,10815,8702,12647,17423,550,6197,1232,5929,2154,1688,5080,7615,2511,2531,14977,8073,1167,1705,4326,1892,7632,291,1292,3042,1161,710,1236,226
国兴,152260,3064,1260,1264,10715,2423,2437,4771,2824,4442,6710,16191,11555,2856,7153,6111,4675,10580,4264,7691,10712,4161,946,2523,8561,5749,8497,5,2288,2191,489,626,482,173
坚,132231,22898,1715,627,1330,2172,673,2066,1038,1089,7079,16465,13039,1878,5496,13774,2125,1383,4038,14548,19999,22583,3349,989,4066,2091,4439,1494,2321,1141,369,432,1145,177
子豪,154503,578,3269,849,11851,3981,1889,3722,1586,2252,1101,13682,4670,20111,2466,8973,13618,13326,9300,7832,11444,1910,418,1663,3919,1501,2039,16,3418,791,173,530,1816,439
云英,1890,153103,842,1051,5409,2461,1385,4083,2370,3959,879,8184,6218,11218,10319,7601,17780,10840,7202,11417,12320,7765,789,3004,6482,2710,2561,6,4286,927,113,176,526,188
翠娥,61,154885,574,299,8425,11267,4671,2918,715,1171,3189,8968,6159,8280,3144,4172,11402,8383,21814,26669,3699,3608,353,1250,3085,1251,1755,1,5751,1138,63,177,403,192
卫华,94276,60541,2307,1229,9432,4627,1390,2234,1053,1650,3472,15921,4328,6321,1786,12059,11584,23979,12605,13727,5728,2671,284,1456,2544,1393,3595,30,4001,939,204,465,1349,454
永康,152837,1920,565,477,4848,4275,540,717,346,606,5494,14152,7070,9837,2541,4644,8898,12802,4724,6324,14819,5697,814,3273,15456,6305,8373,32,5437,3853,347,369,870,252
莲,2185,152302,958,737,4932,1971,6030,3537,1632,1887,1739,9559,2879,7156,2893,3265,5999,14513,8495,5175,14555,9751,1283,6203,14977,6495,8058,41,2781,2688,2034,1182,1241,407
志超,145571,8770,1311,1592,15879,4186,5248,6798,4553,7465,1997,7404,3891,5212,5656,5808,14091,16895,8194,6574,9284,2717,470,1432,5983,1539,2982,12,4101,1514,198,381,776,220
彬彬,99653,54532,1182,770,8240,2707,2949,4065,2332,3950,1036,10943,12728,14032,11256,4747,10021,17093,7941,8663,5996,3651,966,3277,4881,3179,943,10,3624,1752,111,373,564,203
凤荣,8252,145798,6013,4764,22477,869,12139,21055,13308,19736,122,3197,213,4918,873,719,16896,12955,1890,753,895,3050,185,596,2001,616,1229,4,1130,602,68,313,381,139
小强,149250,4658,862,323,7232,7466,2020,825,628,713,313,5747,3224,4697,5726,11041,3305,15618,5168,3325,6201,3977,1230,4497,16593,4538,2418,18,14086,18185,321,2226,1105,280
